1649017471;[[36906.0,  1799.0],  [36538.0,  1406.0]]
1649018901;[[72956.0,  1443.0]]
1649018924;[[36861.0,  1500.0]]
1649020464;[[72702.0,  -6797.0]]
1649031436;[[17625.0,  2915.0]]
1649033404;[[3987.0,  -7928.0],  [3899.0,  -7041.0]]
1649033475;[[-3633.0,  -6986.0],  [-3483.0,  -7766.0]]
1649033481;[[4802.0,  -7931.0]]
1649034694;[[71557.0,  336.0]]
1649034832;[[3424.0,  2518.0]]
1649034833;[[3588.0,  2491.0]]
1649034838;[[5001.0,  2330.0]]
1649034839;[[4974.0,  2441.0]]
1649034902;[[10875.0,  2257.0]]
1649034916;[[10793.0,  2285.0]]
1649035004;[[3588.0,  2546.0]]
1649035010;[[1943.0,  3351.0]]
1649035024;[[10546.0,  2203.0]]
1649035151;[[10222.0,  3412.0]]
1649035171;[[35476.0,  1426.0]]
1649035187;[[36192.0,  2853.0]]
1649035199;[[36323.0,  2455.0]]
1649035225;[[34991.0,  3360.0],  [35810.0,  2805.0]]
1649035231;[[35081.0,  3425.0]]
1649035233;[[35913.0,  2506.0]]
1649036154;[[35472.0,  2331.0]]
1649036177;[[68939.0,  792.0]]
1649037430;[[68631.0,  767.0]]
1649037441;[[56594.0,  2952.0]]
1649037442;[[21489.0,  3282.0],  [32152.0,  3267.0],  [14300.0,  3567.0],  [49428.0,  2935.0],  [39554.0,  3212.0]]
1649037443;[[6750.0,  2907.0],  [49576.0,  3057.0],  [21283.0,  3125.0],  [56619.0,  2787.0]]
1649037444;[[37453.0,  1689.0],  [14019.0,  3567.0]]
1649037445;[[49840.0,  3117.0],  [57004.0,  2836.0],  [21225.0,  3215.0]]
1649037447;[[72674.0,  1061.0],  [72939.0,  424.0]]
1649037449;[[72762.0,  1418.0]]
1649037452;[[72721.0,  593.0],  [37473.0,  1541.0]]
1649037453;[[43659.0,  1112.0]]
1649037455;[[72799.0,  288.0]]
1649037458;[[36617.0,  1260.0]]
1649037461;[[72669.0,  786.0],  [14160.0,  3567.0]]
1649037462;[[72826.0,  233.0]]
1649037464;[[14217.0,  3623.0]]
1649037465;[[46082.0,  1358.0]]
1649037468;[[14273.0,  3623.0]]
1649037471;[[36834.0,  1529.0],  [14217.0,  3623.0]]
1649037473;[[72869.0,  1168.0]]
1649037474;[[14188.0,  3623.0],  [37867.0,  1935.0]]
1649037477;[[14245.0,  3623.0]]
1649037480;[[14216.0,  3567.0]]
1649037490;[[14357.0,  3623.0]]
1649037492;[[14103.0,  3567.0]]
1649037497;[[14104.0,  3623.0]]
1649038386;[[52220.0,  -7761.0]]
1649038474;[[72760.0,  -8733.0]]
1649038485;[[249.0,  -8266.0],  [63432.0,  -9046.0],  [17580.0,  -8111.0]]
