ID,Offboarding,Onboarding,Time,Zone,x_pos,y_pos
1000,True,False,1652099874,13,0.0,13
1001,False,True,1652099874,4,0.0,4
1002,False,True,1652099874,20,1.0,6
1003,False,True,1652099874,12,0.0,12
1000,True,False,1652099875,938,67.0,0
1001,False,True,1652099875,17,1.0,3
1002,False,True,1652099875,20,1.0,6
1003,False,True,1652099875,12,0.0,12
1004,True,False,1652099875,13,0.0,13
1005,False,True,1652099875,2,0.0,2
1004,True,False,1652099876,13,0.0,13
1001,False,True,1652099876,31,2.0,3
1002,False,True,1652099876,20,1.0,6
1003,False,True,1652099876,26,1.0,12
1005,False,True,1652099876,16,1.0,2
1006,True,False,1652099876,13,0.0,13
1007,False,True,1652099876,2,0.0,2
1008,False,True,1652099876,4,0.0,4
1004,True,False,1652099877,12,0.0,12
1006,True,False,1652099877,13,0.0,13
1001,False,True,1652099877,31,2.0,3
1002,False,True,1652099877,20,1.0,6
1003,False,True,1652099877,26,1.0,12
1005,False,True,1652099877,16,1.0,2
1007,False,True,1652099877,16,1.0,2
1008,False,True,1652099877,19,1.0,5
1009,False,True,1652099877,23,1.0,9
1010,False,True,1652099877,9,0.0,9
1011,False,True,1652099877,9,0.0,9
1004,True,False,1652099878,938,67.0,0
1006,True,False,1652099878,13,0.0,13
1001,False,True,1652099878,31,2.0,3
1002,False,True,1652099878,20,1.0,6
1003,False,True,1652099878,26,1.0,12
1005,False,True,1652099878,44,3.0,2
1007,False,True,1652099878,17,1.0,3
1008,False,True,1652099878,33,2.0,5
1009,False,True,1652099878,9,0.0,9
1010,False,True,1652099878,10,0.0,10
1011,False,True,1652099878,10,0.0,10
1012,True,False,1652099878,13,0.0,13
1013,False,True,1652099878,12,0.0,12
1014,False,True,1652099878,4,0.0,4
1006,True,False,1652099879,13,0.0,13
1012,True,False,1652099879,12,0.0,12
1001,False,True,1652099879,31,2.0,3
1002,False,True,1652099879,21,1.0,7
1003,False,True,1652099879,26,1.0,12
1005,False,True,1652099879,58,4.0,2
1007,False,True,1652099879,31,2.0,3
1008,False,True,1652099879,33,2.0,5
1009,False,True,1652099879,9,0.0,9
1010,False,True,1652099879,938,67.0,0
1011,False,True,1652099879,10,0.0,10
1013,False,True,1652099879,938,67.0,0
1014,False,True,1652099879,5,0.0,5
1006,True,False,1652099880,27,1.0,13
1012,True,False,1652099880,12,0.0,12
1001,False,True,1652099880,45,3.0,3
1002,False,True,1652099880,36,2.0,8
1003,False,True,1652099880,12,0.0,12
1005,False,True,1652099880,44,3.0,2
1007,False,True,1652099880,44,3.0,2
1008,False,True,1652099880,33,2.0,5
1009,False,True,1652099880,9,0.0,9
1011,False,True,1652099880,10,0.0,10
1014,False,True,1652099880,19,1.0,5
1015,True,False,1652099880,13,0.0,13
1016,False,True,1652099880,2,0.0,2
1017,False,True,1652099880,5,0.0,5
1006,True,False,1652099881,27,1.0,13
1012,True,False,1652099881,938,67.0,0
1015,True,False,1652099881,938,67.0,0
1001,False,True,1652099881,45,3.0,3
1002,False,True,1652099881,37,2.0,9
1003,False,True,1652099881,12,0.0,12
1005,False,True,1652099881,45,3.0,3
1007,False,True,1652099881,58,4.0,2
1008,False,True,1652099881,32,2.0,4
1009,False,True,1652099881,938,67.0,0
1011,False,True,1652099881,938,67.0,0
1014,False,True,1652099881,33,2.0,5
1016,False,True,1652099881,3,0.0,3
1017,False,True,1652099881,19,1.0,5
1018,True,False,1652099881,13,0.0,13
1019,False,True,1652099881,4,0.0,4
1020,False,True,1652099881,24,1.0,10
1021,False,True,1652099881,2,0.0,2
1006,True,False,1652099882,27,1.0,13
1018,True,False,1652099882,938,67.0,0
1001,False,True,1652099882,45,3.0,3
1002,False,True,1652099882,37,2.0,9
1003,False,True,1652099882,12,0.0,12
1005,False,True,1652099882,44,3.0,2
1007,False,True,1652099882,58,4.0,2
1008,False,True,1652099882,46,3.0,4
1014,False,True,1652099882,46,3.0,4
1016,False,True,1652099882,16,1.0,2
1017,False,True,1652099882,33,2.0,5
1019,False,True,1652099882,17,1.0,3
1020,False,True,1652099882,25,1.0,11
1021,False,True,1652099882,16,1.0,2
1022,True,False,1652099882,13,0.0,13
1023,False,True,1652099882,4,0.0,4
1024,False,True,1652099882,1,0.0,1
1006,True,False,1652099883,41,2.0,13
1022,True,False,1652099883,13,0.0,13
1001,False,True,1652099883,45,3.0,3
1002,False,True,1652099883,67,4.0,11
1003,False,True,1652099883,938,67.0,0
1005,False,True,1652099883,58,4.0,2
1007,False,True,1652099883,58,4.0,2
1008,False,True,1652099883,60,4.0,4
1014,False,True,1652099883,32,2.0,4
1016,False,True,1652099883,30,2.0,2
1017,False,True,1652099883,33,2.0,5
1019,False,True,1652099883,30,2.0,2
1020,False,True,1652099883,39,2.0,11
1021,False,True,1652099883,44,3.0,2
1023,False,True,1652099883,18,1.0,4
1024,False,True,1652099883,1,0.0,1
1025,False,True,1652099883,10,0.0,10
1026,False,True,1652099883,10,0.0,10
1027,False,True,1652099883,10,0.0,10
1028,False,True,1652099883,3,0.0,3
1006,True,False,1652099884,40,2.0,12
1022,True,False,1652099884,12,0.0,12
1001,False,True,1652099884,59,4.0,3
1002,False,True,1652099884,68,4.0,12
1005,False,True,1652099884,72,5.0,2
1007,False,True,1652099884,72,5.0,2
1008,False,True,1652099884,74,5.0,4
1014,False,True,1652099884,32,2.0,4
1016,False,True,1652099884,30,2.0,2
1017,False,True,1652099884,33,2.0,5
1019,False,True,1652099884,30,2.0,2
1020,False,True,1652099884,39,2.0,11
1021,False,True,1652099884,59,4.0,3
1023,False,True,1652099884,32,2.0,4
1024,False,True,1652099884,1,0.0,1
1025,False,True,1652099884,11,0.0,11
1026,False,True,1652099884,25,1.0,11
1027,False,True,1652099884,11,0.0,11
1028,False,True,1652099884,3,0.0,3
1029,True,False,1652099884,13,0.0,13
1030,False,True,1652099884,10,0.0,10
1031,False,True,1652099884,2,0.0,2
1006,True,False,1652099885,40,2.0,12
1022,True,False,1652099885,11,0.0,11
1029,True,False,1652099885,938,67.0,0
1001,False,True,1652099885,59,4.0,3
1002,False,True,1652099885,68,4.0,12
1005,False,True,1652099885,72,5.0,2
1007,False,True,1652099885,71,5.0,1
1008,False,True,1652099885,74,5.0,4
1014,False,True,1652099885,46,3.0,4
1016,False,True,1652099885,30,2.0,2
1017,False,True,1652099885,47,3.0,5
1019,False,True,1652099885,58,4.0,2
1020,False,True,1652099885,39,2.0,11
1021,False,True,1652099885,59,4.0,3
1023,False,True,1652099885,32,2.0,4
1024,False,True,1652099885,15,1.0,1
1025,False,True,1652099885,11,0.0,11
1026,False,True,1652099885,25,1.0,11
1027,False,True,1652099885,11,0.0,11
1028,False,True,1652099885,3,0.0,3
1030,False,True,1652099885,24,1.0,10
1031,False,True,1652099885,16,1.0,2
1032,False,True,1652099885,10,0.0,10
1006,True,False,1652099886,26,1.0,12
1022,True,False,1652099886,12,0.0,12
1001,False,True,1652099886,59,4.0,3
1002,False,True,1652099886,82,5.0,12
1005,False,True,1652099886,72,5.0,2
1007,False,True,1652099886,71,5.0,1
1008,False,True,1652099886,74,5.0,4
1014,False,True,1652099886,46,3.0,4
1016,False,True,1652099886,30,2.0,2
1017,False,True,1652099886,47,3.0,5
1019,False,True,1652099886,58,4.0,2
1020,False,True,1652099886,39,2.0,11
1021,False,True,1652099886,59,4.0,3
1023,False,True,1652099886,45,3.0,3
1024,False,True,1652099886,15,1.0,1
1025,False,True,1652099886,12,0.0,12
1026,False,True,1652099886,25,1.0,11
1027,False,True,1652099886,11,0.0,11
1028,False,True,1652099886,3,0.0,3
1030,False,True,1652099886,25,1.0,11
1031,False,True,1652099886,44,3.0,2
1032,False,True,1652099886,10,0.0,10
1033,False,True,1652099886,6,0.0,6
1034,False,True,1652099886,47,3.0,5
1006,True,False,1652099887,26,1.0,12
1022,True,False,1652099887,938,67.0,0
1001,False,True,1652099887,59,4.0,3
1002,False,True,1652099887,82,5.0,12
1005,False,True,1652099887,71,5.0,1
1007,False,True,1652099887,72,5.0,2
1008,False,True,1652099887,88,6.0,4
1014,False,True,1652099887,60,4.0,4
1016,False,True,1652099887,30,2.0,2
1017,False,True,1652099887,47,3.0,5
1019,False,True,1652099887,71,5.0,1
1020,False,True,1652099887,25,1.0,11
1021,False,True,1652099887,58,4.0,2
1023,False,True,1652099887,44,3.0,2
1024,False,True,1652099887,29,2.0,1
1025,False,True,1652099887,938,67.0,0
1026,False,True,1652099887,26,1.0,12
1027,False,True,1652099887,12,0.0,12
1028,False,True,1652099887,3,0.0,3
1030,False,True,1652099887,25,1.0,11
1031,False,True,1652099887,44,3.0,2
1032,False,True,1652099887,24,1.0,10
1033,False,True,1652099887,6,0.0,6
1034,False,True,1652099887,75,5.0,5
1006,True,False,1652099888,26,1.0,12
1001,False,True,1652099888,74,5.0,4
1002,False,True,1652099888,82,5.0,12
1005,False,True,1652099888,71,5.0,1
1007,False,True,1652099888,86,6.0,2
1008,False,True,1652099888,88,6.0,4
1014,False,True,1652099888,60,4.0,4
1016,False,True,1652099888,30,2.0,2
1017,False,True,1652099888,47,3.0,5
1019,False,True,1652099888,71,5.0,1
1020,False,True,1652099888,11,0.0,11
1021,False,True,1652099888,58,4.0,2
1023,False,True,1652099888,58,4.0,2
1024,False,True,1652099888,29,2.0,1
1026,False,True,1652099888,26,1.0,12
1027,False,True,1652099888,12,0.0,12
1028,False,True,1652099888,3,0.0,3
1030,False,True,1652099888,25,1.0,11
1031,False,True,1652099888,44,3.0,2
1032,False,True,1652099888,24,1.0,10
1033,False,True,1652099888,21,1.0,7
1034,False,True,1652099888,75,5.0,5
1006,True,False,1652099889,26,1.0,12
1001,False,True,1652099889,74,5.0,4
1002,False,True,1652099889,82,5.0,12
1005,False,True,1652099889,71,5.0,1
1007,False,True,1652099889,100,7.0,2
1008,False,True,1652099889,88,6.0,4
1014,False,True,1652099889,60,4.0,4
1016,False,True,1652099889,44,3.0,2
1017,False,True,1652099889,47,3.0,5
1019,False,True,1652099889,71,5.0,1
1020,False,True,1652099889,11,0.0,11
1021,False,True,1652099889,58,4.0,2
1023,False,True,1652099889,58,4.0,2
1024,False,True,1652099889,44,3.0,2
1026,False,True,1652099889,12,0.0,12
1027,False,True,1652099889,938,67.0,0
1028,False,True,1652099889,18,1.0,4
1030,False,True,1652099889,25,1.0,11
1031,False,True,1652099889,57,4.0,1
1032,False,True,1652099889,24,1.0,10
1033,False,True,1652099889,21,1.0,7
1034,False,True,1652099889,75,5.0,5
1006,True,False,1652099890,26,1.0,12
1001,False,True,1652099890,74,5.0,4
1002,False,True,1652099890,82,5.0,12
1005,False,True,1652099890,71,5.0,1
