ID,Offboarding,Onboarding,Time,Zone,x_pos,y_pos
1000,True,False,1652104016,13,0.0,13
1001,False,True,1652104016,3,0.0,3
1000,True,False,1652104017,12,0.0,12
1001,False,True,1652104017,16,1.0,2
1002,True,False,1652104017,937,66.0,13
1003,True,False,1652104017,937,66.0,13
1004,False,True,1652104017,4,0.0,4
1000,True,False,1652104018,12,0.0,12
1002,True,False,1652104018,922,65.0,12
1003,True,False,1652104018,922,65.0,12
1001,False,True,1652104018,16,1.0,2
1004,False,True,1652104018,18,1.0,4
1005,True,False,1652104018,13,0.0,13
1006,False,True,1652104018,3,0.0,3
1000,True,False,1652104019,12,0.0,12
1002,True,False,1652104019,907,64.0,11
1003,True,False,1652104019,907,64.0,11
1005,True,False,1652104019,13,0.0,13
1001,False,True,1652104019,30,2.0,2
1004,False,True,1652104019,32,2.0,4
1006,False,True,1652104019,17,1.0,3
1000,True,False,1652104020,12,0.0,12
1002,True,False,1652104020,892,63.0,10
1003,True,False,1652104020,892,63.0,10
1005,True,False,1652104020,13,0.0,13
1001,False,True,1652104020,16,1.0,2
1004,False,True,1652104020,32,2.0,4
1006,False,True,1652104020,18,1.0,4
1007,True,False,1652104020,13,0.0,13
1008,False,True,1652104020,2,0.0,2
1000,True,False,1652104021,25,1.0,11
1002,True,False,1652104021,877,62.0,9
1003,True,False,1652104021,877,62.0,9
1005,True,False,1652104021,938,67.0,0
1007,True,False,1652104021,13,0.0,13
1001,False,True,1652104021,16,1.0,2
1004,False,True,1652104021,46,3.0,4
1006,False,True,1652104021,33,2.0,5
1008,False,True,1652104021,16,1.0,2
1000,True,False,1652104022,25,1.0,11
1002,True,False,1652104022,862,61.0,8
1003,True,False,1652104022,862,61.0,8
1007,True,False,1652104022,26,1.0,12
1001,False,True,1652104022,17,1.0,3
1004,False,True,1652104022,60,4.0,4
1006,False,True,1652104022,33,2.0,5
1008,False,True,1652104022,29,2.0,1
1009,True,False,1652104022,13,0.0,13
1010,True,False,1652104022,13,0.0,13
1011,False,True,1652104022,4,0.0,4
1012,False,True,1652104022,2,0.0,2
1013,False,True,1652104022,2,0.0,2
1000,True,False,1652104023,25,1.0,11
1002,True,False,1652104023,848,60.0,8
1003,True,False,1652104023,848,60.0,8
1007,True,False,1652104023,26,1.0,12
1009,True,False,1652104023,13,0.0,13
1010,True,False,1652104023,13,0.0,13
1001,False,True,1652104023,31,2.0,3
1004,False,True,1652104023,60,4.0,4
1006,False,True,1652104023,48,3.0,6
1008,False,True,1652104023,44,3.0,2
1011,False,True,1652104023,19,1.0,5
1012,False,True,1652104023,17,1.0,3
1013,False,True,1652104023,16,1.0,2
1000,True,False,1652104024,25,1.0,11
1002,True,False,1652104024,834,59.0,8
1003,True,False,1652104024,834,59.0,8
1007,True,False,1652104024,12,0.0,12
1009,True,False,1652104024,12,0.0,12
1010,True,False,1652104024,13,0.0,13
1001,False,True,1652104024,45,3.0,3
1004,False,True,1652104024,60,4.0,4
1006,False,True,1652104024,49,3.0,7
1008,False,True,1652104024,44,3.0,2
1011,False,True,1652104024,19,1.0,5
1012,False,True,1652104024,17,1.0,3
1013,False,True,1652104024,15,1.0,1
1014,True,False,1652104024,13,0.0,13
1015,True,False,1652104024,209,14.0,13
1016,False,True,1652104024,3,0.0,3
1000,True,False,1652104025,25,1.0,11
1002,True,False,1652104025,820,58.0,8
1003,True,False,1652104025,821,58.0,9
1007,True,False,1652104025,12,0.0,12
1009,True,False,1652104025,12,0.0,12
1010,True,False,1652104025,26,1.0,12
1014,True,False,1652104025,13,0.0,13
1015,True,False,1652104025,195,13.0,13
1001,False,True,1652104025,45,3.0,3
1004,False,True,1652104025,73,5.0,3
1006,False,True,1652104025,49,3.0,7
1008,False,True,1652104025,44,3.0,2
1011,False,True,1652104025,34,2.0,6
1012,False,True,1652104025,31,2.0,3
1013,False,True,1652104025,16,1.0,2
1016,False,True,1652104025,17,1.0,3
1000,True,False,1652104026,25,1.0,11
1002,True,False,1652104026,820,58.0,8
1003,True,False,1652104026,821,58.0,9
1007,True,False,1652104026,12,0.0,12
1009,True,False,1652104026,13,0.0,13
1010,True,False,1652104026,26,1.0,12
1014,True,False,1652104026,13,0.0,13
1015,True,False,1652104026,195,13.0,13
1001,False,True,1652104026,45,3.0,3
1004,False,True,1652104026,88,6.0,4
1006,False,True,1652104026,63,4.0,7
1008,False,True,1652104026,44,3.0,2
1011,False,True,1652104026,34,2.0,6
1012,False,True,1652104026,31,2.0,3
1013,False,True,1652104026,30,2.0,2
1016,False,True,1652104026,30,2.0,2
1000,True,False,1652104027,25,1.0,11
1002,True,False,1652104027,820,58.0,8
1003,True,False,1652104027,821,58.0,9
1007,True,False,1652104027,12,0.0,12
1009,True,False,1652104027,13,0.0,13
1010,True,False,1652104027,12,0.0,12
1014,True,False,1652104027,13,0.0,13
1015,True,False,1652104027,195,13.0,13
1001,False,True,1652104027,45,3.0,3
1004,False,True,1652104027,74,5.0,4
1006,False,True,1652104027,63,4.0,7
1008,False,True,1652104027,44,3.0,2
1011,False,True,1652104027,34,2.0,6
1012,False,True,1652104027,31,2.0,3
1013,False,True,1652104027,30,2.0,2
1016,False,True,1652104027,30,2.0,2
1000,True,False,1652104028,25,1.0,11
1002,True,False,1652104028,820,58.0,8
1003,True,False,1652104028,821,58.0,9
1007,True,False,1652104028,12,0.0,12
1009,True,False,1652104028,938,67.0,0
1010,True,False,1652104028,938,67.0,0
1014,True,False,1652104028,13,0.0,13
1015,True,False,1652104028,195,13.0,13
1001,False,True,1652104028,45,3.0,3
1004,False,True,1652104028,74,5.0,4
1006,False,True,1652104028,63,4.0,7
1008,False,True,1652104028,44,3.0,2
1011,False,True,1652104028,35,2.0,7
1012,False,True,1652104028,30,2.0,2
1013,False,True,1652104028,30,2.0,2
1016,False,True,1652104028,30,2.0,2
1017,True,False,1652104028,83,5.0,13
1000,True,False,1652104029,25,1.0,11
1002,True,False,1652104029,820,58.0,8
1003,True,False,1652104029,821,58.0,9
1007,True,False,1652104029,938,67.0,0
1014,True,False,1652104029,12,0.0,12
1015,True,False,1652104029,194,13.0,12
1017,True,False,1652104029,83,5.0,13
1001,False,True,1652104029,45,3.0,3
1004,False,True,1652104029,88,6.0,4
1006,False,True,1652104029,63,4.0,7
