1649017643;[-130.0]
1649017963;[-143.0]
1649018020;[-144.0]
1649020300;[-144.0]
1649031416;[-143.0]
1649033395;[-145.0]
1649033396;[-144.0]
1649033404;[-169.0,  -169.0]
1649033475;[-162.0,  -176.0]
1649033481;[-168.0]
1649034406;[-130.0]
1649034431;[-130.0]
1649034818;[-144.0]
1649034819;[-130.0]
1649034832;[-29.0]
1649034833;[-29.0]
1649034838;[-27.0]
1649034839;[-28.0]
1649034994;[-144.0]
1649035004;[-29.0]
1649035010;[-17.0]
1649036128;[-101.0]
1649036137;[-114.0]
1649036228;[-130.0]
1649036932;[-144.0]
1649037037;[-144.0]
1649037068;[-144.0]
1649037183;[-144.0]
1649037331;[-144.0]
1649037443;[-26.0]
1649037698;[-130.0]
1649037826;[-129.0]
1649038265;[-144.0]
1649038276;[-130.0]
1649038302;[-130.0]
1649038340;[-142.0]
1649038341;[-127.0]
1649038355;[-144.0]
1649038359;[-144.0]
1649038388;[-130.0]
1649038389;[-144.0]
1649038423;[-115.0]
1649038447;[-144.0]
1649038485;[-186.0]
1649038487;[-186.0,  -176.0]
1649038489;[-153.0,  -176.0]
1649038491;[-153.0,  -168.0]
1649038495;[-154.0]
1649038526;[-144.0]
1649038541;[-130.0]
1649038572;[-115.0]
1649038578;[-136.0]
1649038654;[-130.0]
1649038665;[-144.0]
1649038669;[-130.0]
1649038678;[-144.0]
1649038683;[-144.0]
1649038750;[-143.0]
1649038756;[-130.0]
1649038797;[-129.0,  -144.0]
1649038808;[-144.0]
1649038818;[-144.0]
1649038824;[-144.0]
1649038832;[-144.0]
1649038836;[-130.0]
1649038841;[-144.0]
1649038844;[-101.0,  -42.0]
1649038852;[-59.0]
1649038868;[-46.0]
1649038874;[-60.0]
1649038952;[-144.0]
1649038963;[-143.0]
1649038991;[-144.0]
1649039002;[-130.0]
1649039048;[-130.0]
1649039059;[-41.0]
1649039063;[-144.0]
1649039065;[-101.0,  -144.0]
1649039067;[-101.0,  -87.0]
1649039071;[-144.0]
1649039074;[-144.0]
1649039082;[-115.0]
1649039086;[-144.0]
1649039089;[-101.0,  -144.0]
1649039091;[-130.0]
1649039092;[-144.0]
1649039095;[-144.0]
1649039115;[-130.0,  -115.0]
1649039117;[-130.0,  -144.0]
1649039118;[-36.0]
1649039120;[-144.0]
1649039124;[-27.0]
1649039136;[-29.0]
1649039139;[-144.0]
1649039143;[-144.0]
1649039144;[-130.0]
1649039155;[-130.0]
1649039171;[-115.0]
1649039180;[-130.0]
1649039190;[-130.0]
1649039191;[-143.0]
1649039196;[-130.0]
1649039199;[-130.0]
1649039200;[-144.0]
1649039203;[-130.0]
1649039206;[-144.0]
1649039218;[-29.0]
1649039229;[-131.0]
1649039230;[-144.0]
1649039232;[-144.0]
1649039237;[-144.0]
1649039254;[-143.0]
1649039277;[-143.0]
1649039285;[-31.0]
1649039288;[-144.0]
1649039301;[-101.0]
1649039311;[-29.0]
1649039315;[-144.0]
1649039317;[-144.0]
1649039318;[-115.0]
1649039322;[-61.0]
1649039326;[-130.0]
1649039330;[-101.0]
1649039331;[-45.0]
1649039335;[-101.0]
1649039337;[-115.0]
1649039339;[-87.0]
1649039344;[-129.0]
1649039348;[-131.0]
1649039355;[-137.0]
1649039365;[-144.0]
1649039367;[-47.0]
1649039373;[-130.0]
1649039380;[-39.0]
1649039395;[-144.0]
1649039398;[-131.0,  -144.0]
1649039400;[-61.0]
1649039413;[-144.0]
1649039427;[-45.0]
1649039436;[-61.0]
1649039440;[-144.0]
1649039447;[-130.0]
1649039448;[-144.0]
1649039449;[-47.0]
1649039461;[-144.0]
1649039462;[-130.0]
1649039464;[-144.0]
1649039469;[-137.0]
1649039477;[-101.0]
1649039486;[-144.0]
1649039491;[-101.0]
1649039498;[-29.0]
1649039501;[-29.0,  -130.0]
1649039502;[-29.0]
1649039504;[-29.0]
1649039508;[-28.0]
1649039510;[-29.0]
1649039512;[-29.0]
1649039513;[-29.0,  -82.0]
1649039515;[-144.0]
1649039519;[-31.0,  -43.0]
1649039520;[-17.0,  -115.0]
1649039521;[-31.0,  -30.0,  -82.0,  -29.0]
1649039523;[-31.0,  -144.0,  -31.0,  -30.0,  -131.0]
1649039524;[-41.0]
1649039525;[-31.0,  -101.0,  -24.0]
1649039526;[-30.0,  -41.0]
1649039528;[-41.0,  -31.0,  -144.0]
1649039529;[-31.0]
1649039530;[-41.0]
1649039531;[-130.0]
1649039532;[-56.0,  -27.0]
1649039533;[-144.0,  -169.0]
1649039534;[-50.0,  -29.0]
1649039535;[-57.0,  -125.0,  -144.0,  -41.0]
1649039536;[-30.0,  -50.0]
1649039537;[-29.0]
1649039538;[-143.0,  -29.0,  -49.0,  -16.0]
1649039539;[-130.0,  -144.0]
1649039541;[-125.0,  -41.0]
1649039542;[-130.0,  -176.0]
1649039543;[-41.0]
1649039544;[-41.0]
1649039546;[-142.0]
1649039548;[-167.0]
1649039549;[-111.0]
1649039552;[-29.0]
1649039554;[-109.0]
1649039559;[-130.0]
1649039560;[-36.0]
1649039567;[-41.0]
1649039572;[-29.0]
1649039601;[-59.0]
1649039603;[-130.0]
1649039609;[-68.0,  -144.0]
1649039611;[-144.0]
1649039624;[-130.0,  -144.0]
1649039626;[-144.0]
1649039629;[-128.0]
1649039636;[-144.0]
1649039640;[-125.0]
1649039647;[-29.0]
1649039650;[-130.0]
1649039651;[-115.0]
1649039659;[-130.0,  -144.0]
1649039663;[-143.0]
1649039664;[-130.0,  -130.0]
1649039665;[-130.0]
1649039668;[-29.0]
1649039671;[-29.0]
1649039672;[-29.0]
1649039673;[-28.0]
1649039674;[-29.0]
1649039940;[-144.0]
1649040006;[-130.0]
1649040041;[-130.0]
1649040084;[-189.0,  -179.0]
1649040085;[-180.0]
1649040088;[-179.0]
1649040089;[-162.0]
1649040090;[-154.0,  -123.0,  -179.0]
1649040096;[-153.0]
1649040146;[-130.0]
1649040148;[-56.0]
1649040152;[-144.0]
1649040174;[-130.0]
1649040190;[-144.0]
1649040225;[-36.0,  -16.0]
1649040226;[-30.0]
1649040227;[-16.0,  -16.0]
1649040228;[-101.0,  -16.0]
1649040229;[-27.0,  -16.0]
1649040230;[-27.0]
1649040231;[-27.0,  -56.0,  -16.0,  -50.0]
1649040232;[-27.0]
1649040233;[-27.0]
1649040235;[-27.0,  -87.0]
1649040236;[-101.0]
1649040237;[-41.0]
1649040238;[-29.0]
1649040239;[-100.0]
1649040242;[-171.0]
1649040245;[-144.0,  -101.0]
1649040252;[-144.0]
1649040255;[-29.0]
1649040256;[-115.0]
1649040263;[-29.0]
1649040288;[-144.0]
1649040305;[-29.0]
1649040322;[-144.0]
1649040338;[-144.0]
1649040357;[-101.0]
1649040391;[-144.0]
1649040400;[-29.0]
1649040427;[-129.0]
1649040451;[-131.0]
1649040452;[-144.0]
1649040463;[-29.0]
1649040466;[-17.0]
1649040476;[-115.0]
1649040490;[-101.0]
1649040558;[-130.0]
1649040568;[-130.0]
1649040574;[-79.0]
1649040638;[-130.0]
1649040658;[-29.0]
1649040663;[-27.0]
1649040675;[-144.0,  -130.0]
1649040677;[-129.0]
1649040681;[-182.0]
1649040682;[-181.0]
1649040684;[-167.0]
1649040685;[-181.0]
1649040688;[-181.0]
1649040689;[-144.0]
1649040691;[-176.0,  -130.0]
1649040692;[-167.0]
1649040693;[-181.0]
1649040695;[-144.0]
1649040696;[-154.0,  -140.0]
1649040708;[-50.0]
1649040711;[-144.0]
1649040716;[-130.0,  -101.0,  -41.0]
1649040721;[-130.0]
1649040736;[-169.0]
1649040760;[-43.0]
1649040768;[-60.0]
1649040772;[-108.0]
1649040775;[-123.0,  -73.0]
1649040788;[-60.0]
1649040789;[-29.0]
1649040792;[-172.0]
1649040793;[-159.0]
1649040806;[-144.0]
1649040812;[-60.0]
1649040829;[-60.0]
1649040842;[-60.0]
1649040851;[-144.0]
1649040865;[-60.0]
1649040871;[-130.0]
1649040885;[-60.0]
1649040896;[-144.0]
1649040901;[-60.0]
1649040907;[-130.0]
1649040910;[-87.0]
1649040949;[-144.0]
1649040951;[-115.0]
1649040978;[-60.0]
1649040986;[-101.0]
1649040991;[-114.0]
1649040996;[-143.0]
1649041001;[-169.0]
1649041003;[-115.0]
1649041027;[-61.0]
1649041031;[-144.0]
1649041043;[-47.0]
1649041057;[-130.0]
1649041069;[-60.0]
1649041074;[-144.0]
1649041077;[-29.0]
1649041107;[-131.0]
1649041113;[-46.0]
1649041133;[-143.0]
1649041151;[-144.0]
1649041158;[-130.0]
1649041169;[-144.0]
1649041178;[-144.0,  -176.0]
1649041180;[-130.0]
1649041184;[-168.0]
1649041190;[-144.0]
