1652053528;[13.0]
1652053819;[13.0]
1652053903;[13.0]
1652054781;[13.0]
1652054805;[13.0]
1652054926;[937.0]
1652054976;[13.0]
1652055234;[13.0]
1652056444;[937.0,  937.0]
1652057013;[13.0]
1652057014;[13.0]
1652058012;[937.0]
1652059603;[13.0]
1652059752;[13.0]
1652059985;[937.0]
1652060009;[755.0]
1652060046;[937.0]
1652060060;[13.0]
1652060075;[461.0]
1652060085;[13.0]
1652060087;[237.0]
1652060104;[97.0]
1652060137;[111.0]
1652060146;[111.0]
1652060569;[13.0]
1652060575;[13.0]
1652060586;[209.0]
1652060589;[209.0]
1652061220;[937.0]
1652061223;[923.0]
1652061349;[125.0,  13.0,  615.0,  909.0,  265.0]
1652061350;[13.0]
1652061351;[111.0,  251.0,  265.0]
1652061353;[937.0,  937.0]
1652061355;[937.0]
1652061356;[475.0]
1652061361;[937.0]
1652061366;[615.0]
1652061375;[615.0]
1652061376;[559.0]
1652061381;[447.0]
1652061401;[937.0,  937.0]
1652061423;[447.0]
1652062286;[937.0]
1652062321;[349.0]
1652062541;[13.0]
1652062544;[727.0,  335.0]
1652062545;[13.0,  629.0,  727.0,  335.0]
1652062546;[97.0,  629.0]
1652062547;[97.0,  335.0,  97.0]
1652062548;[335.0]
1652062549;[727.0]
1652062550;[629.0,  713.0,  13.0]
1652062551;[881.0]
1652062558;[937.0]
1652062564;[531.0]
1652062565;[13.0]
1652062795;[13.0]
1652062845;[643.0]
1652062927;[13.0]
1652063143;[13.0]
1652063149;[13.0]
1652063199;[13.0]
1652063300;[13.0]
1652063307;[433.0]
1652063309;[433.0]
1652063318;[13.0]
1652063322;[13.0]
1652063346;[13.0]
1652063357;[433.0]
1652063374;[13.0]
1652063387;[433.0]
1652063392;[433.0]
1652063421;[881.0]
1652063428;[13.0]
1652063471;[13.0]
1652063530;[13.0]
1652063541;[13.0]
1652063554;[13.0]
1652063556;[13.0,  727.0]
1652063558;[237.0]
1652063559;[13.0,  713.0,  321.0]
1652063560;[13.0,  13.0,  573.0,  321.0]
1652063561;[13.0,  713.0,  223.0,  321.0,  587.0]
1652063562;[321.0,  601.0,  237.0,  13.0,  699.0]
1652063563;[937.0,  237.0,  937.0,  13.0,  713.0,  321.0]
1652063564;[13.0,  13.0,  321.0,  699.0,  937.0,  223.0,  13.0]
1652063565;[937.0,  713.0,  937.0,  13.0,  13.0,  237.0,  13.0]
1652063566;[937.0,  699.0,  937.0,  923.0,  223.0]
1652063567;[13.0,  713.0,  937.0]
1652063568;[13.0]
1652063569;[923.0]
1652063570;[13.0,  13.0]
1652063571;[13.0]
1652063574;[13.0]
1652063579;[447.0]
1652063580;[447.0]
1652063581;[447.0,  937.0]
1652063582;[587.0]
1652063583;[937.0,  937.0]
1652063584;[937.0]
1652063588;[447.0]
1652063592;[937.0]
1652063593;[937.0,  937.0]
1652063598;[937.0,  937.0,  937.0,  937.0]
1652063604;[461.0]
1652063606;[461.0]
1652063608;[447.0,  741.0,  937.0,  13.0]
1652063609;[937.0]
1652063611;[13.0]
1652063615;[13.0,  13.0]
1652063621;[13.0]
1652063622;[475.0]
1652063623;[447.0]
1652063626;[405.0]
1652063643;[13.0]
1652063668;[13.0]
1652063693;[13.0]
1652063698;[13.0]
1652063825;[13.0,  139.0,  643.0,  545.0]
1652063826;[783.0,  881.0]
1652063827;[643.0,  13.0,  531.0,  13.0]
1652063828;[237.0,  895.0]
1652063829;[531.0,  629.0,  13.0,  13.0,  629.0]
1652063830;[237.0,  545.0,  531.0,  643.0]
1652063831;[13.0,  237.0]
1652063832;[643.0,  237.0,  937.0]
1652063833;[251.0]
1652063834;[937.0,  13.0]
1652063841;[13.0]
1652063842;[251.0]
1652063845;[937.0]
1652063847;[937.0,  13.0]
1652063876;[447.0]
1652064140;[517.0]
1652064143;[545.0]
1652064177;[447.0]
1652064185;[167.0,  13.0,  419.0,  517.0]
1652064186;[13.0,  13.0,  167.0,  251.0,  27.0]
1652064187;[419.0,  167.0,  27.0,  13.0]
1652064188;[167.0,  27.0,  279.0,  265.0,  27.0]
1652064189;[237.0,  13.0,  13.0,  447.0]
1652064190;[13.0,  167.0]
1652064191;[13.0,  27.0]
1652064192;[13.0,  13.0,  13.0]
1652064193;[13.0]
1652064194;[13.0,  27.0]
1652064195;[13.0]
1652064196;[27.0,  13.0,  13.0]
1652064197;[13.0]
1652064199;[27.0]
1652064200;[13.0]
1652064203;[13.0]
1652064437;[937.0]
1652064440;[27.0]
1652064495;[419.0]
1652064498;[167.0]
1652064649;[265.0]
1652064863;[13.0]
1652064993;[937.0]
1652065000;[447.0]
1652065005;[447.0]
1652065008;[13.0]
1652065015;[937.0]
1652065016;[13.0]
1652065031;[13.0]
1652065068;[13.0]
1652065128;[13.0]
1652065130;[13.0]
1652065134;[13.0]
1652065136;[13.0]
1652065139;[13.0]
1652065144;[13.0]
1652065145;[13.0]
1652065149;[13.0]
1652065155;[13.0]
1652065171;[13.0]
1652065184;[13.0]
1652065217;[13.0]
1652065218;[13.0]
1652065262;[13.0]
1652065308;[937.0]
1652065343;[13.0]
1652065358;[475.0]
1652065388;[587.0,  839.0]
1652065389;[937.0,  587.0]
1652065390;[839.0,  937.0]
1652065391;[839.0,  853.0,  587.0,  937.0]
1652065392;[587.0,  853.0]
1652065393;[937.0,  587.0]
1652065394;[853.0,  937.0,  475.0]
1652065395;[853.0,  937.0]
1652065396;[937.0,  587.0]
1652065397;[461.0]
1652065398;[937.0,  937.0]
1652065399;[573.0,  937.0]
1652065401;[937.0]
1652065402;[713.0,  937.0,  573.0]
1652065403;[461.0]
1652065405;[923.0,  461.0,  377.0,  937.0]
1652065406;[573.0]
1652065407;[937.0,  937.0]
1652065408;[461.0]
1652065409;[937.0]
1652065410;[13.0,  475.0,  573.0,  937.0,  937.0]
1652065412;[937.0,  447.0,  489.0,  937.0]
1652065413;[461.0]
1652065414;[937.0,  937.0]
1652065415;[937.0,  13.0]
1652065417;[937.0,  461.0,  937.0,  937.0]
1652065419;[559.0,  937.0]
1652065420;[937.0]
1652065421;[937.0]
1652065422;[461.0,  937.0]
1652065423;[461.0]
1652065424;[937.0,  447.0,  937.0]
1652065428;[937.0,  475.0]
1652065430;[937.0,  461.0,  447.0,  937.0]
1652065431;[937.0]
1652065432;[13.0]
1652065433;[937.0,  937.0]
1652065434;[461.0,  937.0]
1652065435;[937.0,  937.0]
1652065436;[937.0,  937.0,  937.0,  937.0]
1652065438;[447.0,  937.0,  937.0,  559.0]
1652065440;[475.0,  937.0]
1652065441;[937.0]
1652065442;[937.0,  447.0]
1652065443;[937.0]
1652065445;[447.0]
1652065446;[937.0]
1652065448;[461.0,  937.0]
1652065449;[559.0,  937.0]
1652065450;[937.0]
1652065451;[461.0]
1652065454;[937.0]
1652065455;[937.0,  937.0]
1652065456;[937.0]
1652065457;[573.0,  447.0,  937.0]
1652065459;[447.0]
1652065460;[13.0,  447.0]
1652065461;[489.0]
1652065462;[937.0]
1652065463;[937.0,  937.0]
1652065464;[741.0,  461.0]
1652065465;[937.0]
1652065466;[937.0,  13.0]
1652065468;[461.0]
1652065469;[937.0,  937.0]
1652065470;[937.0]
1652065472;[237.0]
1652065473;[937.0]
1652065474;[447.0]
1652065475;[489.0]
1652065476;[937.0,  937.0,  447.0]
1652065478;[727.0]
1652065479;[937.0]
1652065480;[447.0]
1652065482;[937.0]
1652065490;[447.0]
1652065495;[489.0,  461.0]
1652065497;[13.0]
1652065498;[447.0]
1652065503;[447.0]
1652065513;[937.0]
1652065560;[475.0]
1652065568;[937.0]
1652065575;[13.0]
1652065578;[265.0,  881.0]
1652065588;[797.0]
1652065599;[13.0,  713.0]
1652065607;[237.0,  97.0,  587.0,  475.0]
1652065608;[237.0,  587.0]
1652065609;[13.0,  489.0,  13.0,  83.0,  587.0]
1652065610;[881.0,  489.0,  937.0,  83.0,  13.0]
1652065611;[881.0,  601.0,  13.0,  83.0]
1652065612;[475.0,  13.0,  937.0]
1652065613;[881.0]
1652065614;[881.0]
1652065615;[685.0]
1652065616;[601.0]
1652065620;[937.0,  937.0]
1652065622;[13.0]
1652065623;[545.0]
1652065625;[937.0]
1652065626;[517.0]
1652065627;[937.0]
1652065629;[937.0]
1652065630;[937.0]
1652065631;[937.0]
1652065633;[937.0]
1652065634;[937.0,  769.0]
1652065636;[447.0,  937.0]
1652065662;[937.0]
1652065673;[713.0]
1652065682;[13.0]
1652065689;[27.0]
1652065742;[111.0]
1652065746;[41.0]
1652065749;[13.0]
1652065753;[13.0]
1652065885;[13.0]
1652065926;[13.0]
1652065945;[13.0,  13.0]
1652065951;[13.0,  13.0]
1652065977;[13.0]
1652065979;[587.0]
1652065990;[13.0]
1652065995;[223.0,  321.0,  83.0,  867.0]
1652065996;[573.0,  13.0,  475.0,  937.0,  13.0,  321.0,  461.0,  573.0,  867.0,  223.0]
1652065997;[69.0,  335.0,  13.0,  475.0,  461.0,  83.0,  13.0,  223.0,  447.0,  461.0,  559.0,  867.0]
1652065998;[13.0,  223.0,  83.0,  321.0,  573.0,  937.0,  461.0,  475.0]
1652065999;[223.0,  853.0,  83.0,  321.0,  573.0,  937.0,  13.0,  13.0,  13.0,  223.0]
1652066000;[461.0,  69.0,  461.0,  83.0,  937.0,  475.0,  475.0]
1652066001;[853.0,  13.0,  321.0,  13.0,  69.0,  223.0,  461.0,  13.0,  461.0,  461.0,  223.0,  321.0]
1652066002;[13.0,  69.0,  461.0,  321.0,  83.0]
1652066003;[223.0,  461.0,  461.0,  937.0,  83.0,  321.0]
1652066004;[475.0,  461.0]
1652066005;[83.0,  461.0,  69.0]
1652066006;[237.0]
1652066009;[937.0]
1652066011;[461.0]
1652066016;[447.0]
1652066019;[447.0,  937.0]
1652066020;[573.0]
1652066023;[937.0]
1652066025;[475.0]
1652066026;[447.0]
1652066037;[937.0]
1652066082;[13.0]
1652066088;[13.0]
1652066094;[867.0]
1652066095;[13.0]
1652066112;[447.0]
1652066183;[769.0]
1652066194;[769.0]
1652066207;[937.0]
1652066279;[13.0]
1652066283;[867.0]
1652066353;[13.0]
1652066358;[13.0]
1652066375;[433.0]
1652066437;[937.0]
1652066443;[867.0]
1652066554;[13.0]
1652066571;[13.0]
1652066717;[517.0]
1652066718;[517.0]
1652066719;[881.0]
1652066720;[447.0,  517.0,  881.0]
1652066721;[447.0,  195.0]
1652066722;[881.0,  503.0]
1652066723;[895.0,  447.0,  181.0,  517.0]
1652066725;[181.0,  881.0,  517.0]
1652066726;[447.0,  895.0]
1652066727;[517.0,  937.0]
1652066728;[517.0,  195.0]
1652066729;[881.0,  517.0]
1652066730;[447.0,  937.0]
1652066731;[447.0,  811.0,  517.0]
1652066733;[881.0,  181.0]
1652066735;[797.0,  195.0]
1652066742;[937.0]
1652066747;[671.0]
1652066750;[447.0]
1652066759;[447.0]
1652066760;[587.0]
1652066812;[13.0]
